Transaction_ID,Date,Customer_Name,Account_Number,Account_Type,Transaction_Type,Amount,Currency,Balance_After,Channel,Status,Category,Merchant_Name,Bank_Name,Phone_Number,Transaction_Ref,City,Remarks
TXN17568,12-03-2024,Ravi Chauhan,3665225513133226,savings,dr, 232150.0 ,rs,283745.48,Online,Reversed,FOOD,UBER,Kotak,+91-0733761387,REF94456816,Mumbai,UPI payment
,13-09-2023,Priya Singh,108240290738,Salary,CREDIT,"12,395.19", INR,134673.82,Online,REVERSED,TRANSFER,amazon,BOB,+91-6076694969,NA,Nagpur,
TXN17964,27 Apr 2023,Suresh Reddy,6792 9457 16,FD,Credit,21833,Inr,-,Online,Completed,Salary,,Union Bank,+91-4175869732,REF18395842,DELHI,null
TXN10298,12-13-2023,Sanya Malhotra,XXXX6784,SAVINGS,CR,157111.0,INR,NULL,NEFT,failed,MEDICAL,NA,Kotak,7347784858,NULL,Lucknow,ATM cash
TXN16588,27/10/2023,Sunita Devi,52936921898405,CURRENT,CR,INR 224581.0,Rs.,95768.62,UPI,pending,MEDICAL,NA,Yes Bank,N/A,REF58848750,Chennai,Refund
TXN17283,"June 29, 2023",Kavita Verma,1191856775,CURRENT,DR,46810.74/-, INR,433727.09,ONLINE,success,Insurance,N/A,HDFC,02725767859,REF28944123,Pune,Test txn
TXN11575,17/09/24,RAJESH PATEL,****0591,FD,D,27478.0,Inr,54520.07,IMPS,failed,Grocery,NETFLIX,PNB,03722342678,REF03238128,Delhi,Refund
TXN10970,04-14-2024,RAJESH PATEL,9317 2947 63808390,current,credit,Rs.153965.0,rs,113208.3,BRANCH,PENDING,Food,PAYTM,Canara,+910496026676,REF72845397,Kanpur,Salary credit
TXN11436,13/12/23,Ravi Chauhan,AC6003011962272386,CURRENT,C,"214,317.28",rs,329401.98,pos,REVERSED,Medical,BigBazaar,Yes Bank,65081-13640,REF48437700,BANGALORE,Duplicate entry
TXN12346,15/10/2023,Kavita Verma,26103324877365,CURRENT,DEBIT,Rs.205965.37,NULL,472262.79,BRANCH,Pending,MEDICAL,DMART,Canara,+91-8500728438,REF80099986,Kanpur,
txn13531,"January 29, 2023",Anjali Rao,AC15896897482875,Current,DEBIT,221700.0,Rs,44256.59,Mobile,success,Grocery,Swiggy,HDFC,6228794731,REF98204816,Hyderabad,Bill payment
TXN10489,17/04/2023,Anjali Rao,4132834831520377,Savings,cr,206803.0, INR,431523.63,Online,Pending,utilities,SELF,Kotak,0954930596,REF18648769,Surat,Loan EMI
TXN15202,"November 08, 2023",Rajesh Patel,****5125,CURRENT,Debit,INR 70062.0,INR ,NA,Branch,FAILED,Shopping,AMAZON,PNB,+91-6472020795,REF91498732,BANGALORE,Self transfer
TXN15101,"December 15, 2023",Suresh Reddy,8770 0693 517412,Current,D,203328,Rs,345449.41,branch,failed,Shopping,AMAZON,BOB,+913824843580,REF17504012,Nagpur,Duplicate entry
TXN13965,"May 13, 2023",RAJESH PATEL,****6217,Salary,credit,"194,197.00",Rs.,364548.87,upi,Completed,Shopping,PayTM,,84384-85159,REF13221249,Hyderabad,Bill payment
TXN11979,"November 10, 2023",AMIT KUMAR,71036305695625,Salary,DEBIT, 79810.0 ,inr,448038.92,POS,success,Salary,BigBazaar,Canara,+918588444372,REF26776383,Delhi,Self transfer
TXN15642,14/10/24,Pooja Joshi,XXXX7522,NA,Debit,210114.0/-,rs,249377.44,online,Pending,FOOD,DMart,Canara,90889-87429,REF41854878,Ahmedabad,Self transfer
TXN15801,2024/05/26,Amit Kumar,5510 8654 71539952,Current,DEBIT,Rs.17031.0,Rs.,310747.52,POS,SUCCESS,Transfer,SWIGGY,Canara,+91-1791809193,REF16897627,Surat,Refund
TXN16083,2023/06/08,Pooja Joshi,6817007407746347,Salary,DR,177429.0/-, INR,71625.2,ATM,Pending,Shopping,FLIPKART,Canara,05889542011,REF08043955,,
TXN13958,"September 22, 2024",AMIT KUMAR,XXXX3641,CURRENT,cr, 4566.0 ,Inr,237251.5,upi,Pending,Shopping,PayTM,ICICI,07470465717,REF71578729,Mumbai,Refund
TXN11067,2024/03/14,RAJESH PATEL,AC0847795417675539,Fixed Deposit,D,113136.0/-,INR ,160882.39,POS,Reversed,Entertainment,UBER,AXIS,+918876380207,REF39612190,Pune,Refund
TXN13761,26/04/2023,Rajesh Patel,4887206797238428,Salary,cr,168205.0,INR,113451.08,ATM,SUCCESS,Medical,Zomato,PNB,+913302973995,REF74033921,Surat,Duplicate entry
TXN13290,2023/04/12,Arjun Bose,65411242296069,Fixed Deposit,C,INR 177991.0, INR,259050.66,IMPS,Pending,utilities,PAYTM,Kotak,78785-59711,REF72481870,Hyderabad,Test txn
TXN13646,11/11/23,Pooja Joshi,759655987694,NA,CR,105504,inr,107281.2,BRANCH,FAILED,EMI,UBER,Yes Bank,+91-6656602076,REF51309612,Chennai,Refund
TXN16658,21/12/24,Neha Gupta,62341983513120,Savings,debit,222124.14/-,Rs.,373244.89,MOBILE,pending,ATM Withdrawal,Zomato,HDFC,+910282423502,REF27725551,Ahmedabad,Salary credit
TXN12256,2024/04/13,Suresh Reddy,XXXX6941,SAVINGS,dr, 215569.0 ,INR ,392629.24,Pos,success,OTHERS,Ola,ICICI,69156-94906,REF27610023,Delhi,
TXN16314,11-05-2023,Deepak Nair,87864694326181,savings,C,163424.0/-,rs,402706.74,Pos,REVERSED,INSURANCE,PayTM,Canara,N/A,REF84893349,Bhubaneswar,N/A
TXN11295,20/01/23,Suresh Reddy,AC4142487396262591,Current,credit,143797.44/-, INR,231082.9,MOBILE,REVERSED,Entertainment,Netflix,Union Bank,2965715643,REF29903480,Bangalore,Duplicate entry
TXN16376,05-03-2024,Ravi Chauhan,AC5067678571,CURRENT,CREDIT, 43092.0 ,Rs.,23606.8,NEFT,Completed,Grocery,PAYTM,SBI,10217-84790,REF89876739,DELHI,Salary credit
TXN10858,09/07/2023,Meena Iyer,XXXX7121,Current,C,236661.4/-,Inr,283630.95,branch,Pending,SHOPPING,PhonePe,ICICI,+916075988978,REF39431916,-,Test txn
TXN17004,05/03/23,rahul sharma,AC811156766830,savings,CR,INR 188652.28,Rs,114370.91,Branch,Completed,OTHERS,SWIGGY,Kotak,89204-33824,REF89741396,Chennai,Salary credit
TXN14219,18-09-2024,Anjali Rao,****9935,SALARY,credit,20886.57,Rs,-,IMPS,FAILED,,Uber,HDFC,+91-7314305961,REF05035183,Ahmedabad,Test txn
TXN13261,31 May 2023,Rahul Sharma,9798 0134 7209,Current,DR,86246.37, INR,496360.03,BRANCH,Reversed,Food,PayTM,Union Bank,00530833601,REF15118888,BANGALORE,
TXN12279,01/01/2024,Kavita Verma,1800 5440 27,SAVINGS,credit,97271.0/-,INR,10654.62,IMPS,failed,emi,NA,Union Bank,+913847184581,REF02129182,Hyderabad,Salary credit
TXN15990,10-09-2023,Sanya Malhotra,83815393466183,CURRENT,CR,Rs.220414.0,inr,492223.54,NA,SUCCESS,Medical,DMART,Union Bank,N/A,REF05506016,Delhi,
TXN15062,06/04/24,Anjali Rao,04401128507969,NA,Debit,₹165157.0,Inr,N/A,online,Failed,Others,PayTM,PNB,+91-5550954454,REF25986492,Nagpur,Test txn
TXN10845,26 Nov 2024,Arjun Bose,8799196234,FD,Debit,INR 139948.0,Rs.,487080.05,Pos,failed,SALARY,Swiggy,SBI,03115876054,REF69475769,CHENNAI,Test txn
TXN11347,29/04/2023,Neha Gupta,306409805877,current,cr, 195445.0 ,Rs,265792.68,Online,failed,Others,N/A,Canara,N/A,REF84180295,Nagpur,Salary credit
TXN11342,22-01-2023,Sunita Devi,AC4176130236416936,FD,DR,"108,665.00",inr,367352.16,pos,pending,Entertainment,DMart,ICICI,+91-9379499952,REF29644484,Chennai,
TXN10338,09-22-2023,Neha Gupta,AC0548510174,SALARY,debit,247251,Rs,260313.66,pos,Failed,RENT,Flipkart,Canara,06273-71586,REF64976776,Bangalore,Salary credit
TXN12741,"February 22, 2024",AMIT KUMAR,0861 0213 0509,FD,CR,₹223242.0,Rs,NA,UPI,FAILED,emi,amazon,Union Bank,+916661962132,REF92950197,NULL,Bill payment
TXN10455,2023/04/05,Pooja Joshi,7686 3423 46199423,SALARY,C, 79721.0 ,INR ,NULL,Online,FAILED,emi,Self,Kotak,+91-0125625313,REF25105053,Pune,N/A
TXN10933,25 Jan 2024,RAHUL SHARMA,AC1672210454617192,SAVINGS,CREDIT,76632.99,Rs,380028.56,Branch,success,N/A,FLIPKART,Yes Bank,+911209447726,REF26551327,Bhubaneswar,ATM cash
TXN14331,08/12/2024,Vikram Mehta,****5163,SALARY,credit,NA,Rs.,375849.72,MOBILE,Reversed,utilities,PayTM,Union Bank,N/A,REF14546152,PUNE,UPI payment
TXN16961,02-05-2024,Sunita Devi,AC6425662421626280,Fixed Deposit,cr,Rs.243806.0,Rs.,272191.07,NEFT,success,Shopping,SELF,Yes Bank,8520085912,REF93951592,Bhubaneswar,ATM cash
TXN14027,03-01-2023,Pooja Joshi,****7178,SALARY,dr,44284.0/-,rs,393076.53,UPI,Pending,GROCERY,,SBI,07433989980,REF50433159,Kanpur,Test txn
TXN15231,04/06/24,Ravi Chauhan,XXXX3896,CURRENT,dr, 223610.0 , INR,473513.84,UPI,FAILED,Shopping,DMart,PNB,+914227244911,REF62308136,Nagpur,
TXN13665,03/02/23,Sunita Devi,****7412,Savings,C,148172.0,Inr,8639.09,Branch,REVERSED,ATM Withdrawal,UBER,Canara,,REF12013279,Pune,Duplicate entry
TXN12076,28/12/2024,Priya Singh,****9174,-,CREDIT,INR 7248.0,INR,131450.95,NEFT,Completed,Transfer,SWIGGY,PNB,+91-6587280238,REF62600805,Mumbai,Self transfer
TXN17960,2023/05/26,Deepak Nair,****2745,FD,Debit,Rs.29506.0, INR,306617.49,online,FAILED,FOOD,Zomato,HDFC,28816-13359,REF19487212,Surat,Self transfer
TXN14371,04-01-2024,Suresh Reddy,****2305,SAVINGS,credit,36365,Rs.,34585.14,ATM,REVERSED,NULL,UBER,Yes Bank,,REF75906207,Mumbai,
TXN12992,03-19-2024,Suresh Reddy,1042030735386828,SALARY,CREDIT,Rs.232768.24, INR,31986.25,Mobile,PENDING,GROCERY,Netflix,HDFC,N/A,REF39519813,Chennai,
TXN14428,16 Nov 2023,Rajesh Patel,AC7920894561210757,Fixed Deposit,DR,Rs.30188.0, INR,N/A,IMPS,success,MEDICAL,FLIPKART,Union Bank,3594827168,REF33851663,Surat,Refund
TXN12254,15-04-2023,Amit Kumar,AC02092252123802,CURRENT,DR,219718.0/-,INR ,48866.07,UPI,PENDING,Rent,Flipkart,BOB,89385-33584,REF91695359,Bangalore,
,11-14-2024,RAJESH PATEL,XXXX7371,CURRENT,CR,"29,854.00",rs,370281.88,MOBILE,SUCCESS,utilities,Zomato,Kotak,25956-40524,NA,Chennai,Salary credit
TXN10529,"September 03, 2024",Arjun Bose,XXXX6270,savings,DEBIT,Rs.214447.66,Rs,422988.53,upi,SUCCESS,ATM Withdrawal,Swiggy,Canara,31625-26546,REF15790392,PUNE,Refund
TXN15883,31/03/2024,Arjun Bose,5260483806,CURRENT,debit,"228,644.80",INR ,272658.69,Mobile,Pending,SALARY,N/A,Yes Bank,,REF68968922,Cuttack,Self transfer
TXN11552,2024/05/03,Rajesh Patel,XXXX7811,Salary,D,Rs.72631.0,Rs,69585.0,UPI,pending,Grocery,PAYTM,Union Bank,+910557779174,REF43453538,Delhi,UPI payment
TXN11202,26-01-2024,Ravi Chauhan,AC9229533861941183,FD,Debit,null,Rs,94722.51,branch,REVERSED,MEDICAL,SWIGGY,Union Bank,N/A,REF38269285,Bhubaneswar,UPI payment
TXN16109,03 Jul 2023,Anjali Rao,5659 7318 67,Current,credit,₹89719.0, INR,480115.53,UPI,PENDING,INSURANCE,SWIGGY,PNB,57299-30657,NA,CHENNAI,
TXN12632,18/06/23,Ravi Chauhan,9565 1582 230947,FD,DR,Rs.204778.04,rs,460717.24,POS,Reversed,Medical,NA,Yes Bank,29149-37352,REF31168674,CHENNAI,Salary credit
TXN17416,2024/07/24,rahul sharma,AC775425280381,current,dr,16860,inr,499839.37,online,Completed,SALARY,NA,SBI,+91-4261052434,REF21381258,Lucknow,Self transfer
TXN15786,17 Jan 2023,Rajesh Patel,XXXX5143,Current,DEBIT,Rs.29589.73,rs,18136.71,Online,Success,Utilities,Flipkart,Kotak,5120881907,,Surat,Bill payment
TXN15686,"April 27, 2024",Deepak Nair,XXXX7134,Salary,dr,"203,435.00",inr,103303.58,Online,Completed,MEDICAL,PayTM,BOB,1155240699,REF17665450,Bangalore,Refund
TXN11114,21/08/2024,Deepak Nair,****2959,Current,Credit, 230410.0 ,NULL,302945.33,ONLINE,SUCCESS,TRANSFER,,Canara,2153926693,REF63250313,Surat,Refund
TXN11388,10-03-2024,Sanya Malhotra,****9747,FD,cr,₹246942.0,Rs,192405.35,MOBILE,success,Food,amazon,AXIS,00513379376,REF99768160,Pune,Self transfer
TXN16468,28 Jul 2024,Rahul Sharma,****6958,CURRENT,CREDIT,125512,inr,317236.22,Pos,pending,utilities,FLIPKART,BOB,71896-13729,REF77040106,Chennai,
TXN15948,2023/10/09,Rahul Sharma,588106699170,Fixed Deposit,DEBIT,191803.45/-,Rs.,160199.91,branch,Reversed,MEDICAL,PayTM,ICICI,+91-7313359889,REF28581019,Cuttack,Loan EMI
TXN12627,05/06/24,Sunita Devi,****0338,SAVINGS,CR,84907.85/-,Rs,394508.71,BRANCH,Success,NULL,Swiggy,PNB,0338738453,REF02156383,Jaipur,Test txn
TXN14193,26 Feb 2024,RAHUL SHARMA,0387 5359 662354,FD,debit,INR 50979.35,INR ,19253.61,branch,Pending,Grocery,PayTM,BOB,N/A,REF58048495,N/A,Duplicate entry
TXN16751,"December 20, 2023",Sanya Malhotra,XXXX3305,Salary,credit,INR 228516.0,Rs,389560.43,UPI,Success,RENT,PayTM,Canara,,REF41928505,Mumbai,Self transfer
TXN15597,25-03-2024,Deepak Nair,0059 4689 31846804,CURRENT,cr, 124033.0 ,Inr,142644.4,BRANCH,NA,Entertainment,PhonePe,Union Bank,,REF21088148,PUNE,Duplicate entry
TXN15156,17 Nov 2024,RAHUL SHARMA,XXXX7653,Current,CREDIT,163262.33,Rs.,210398.67,MOBILE,Pending,Insurance,,Canara,+916148152138,REF25175094,Delhi,
TXN13698,"January 26, 2024",Deepak Nair,****0700,Salary,C,Rs.40999.11,Rs,243090.95,ATM,Success,NA,PAYTM,Yes Bank,N/A,REF02114091,Lucknow,Salary credit
TXN14073,"January 15, 2023",Neha Gupta,3585211017992077,SALARY,C,249475.91,rs,166303.27,branch,Reversed,Grocery,Flipkart,Kotak,08452969338,REF26970727,Lucknow,Online purchase
TXN16172,29 Nov 2024,Pooja Joshi,394996575657,CURRENT,D,INR 177218.0,Rs,123455.91,IMPS,Success,Insurance,Zomato,SBI,8048051066,REF90193338,Lucknow,UPI payment
TXN14093,"November 02, 2023",RAJESH PATEL,7821 7389 145505,CURRENT,D,₹40049.0,Rs.,78065.37,pos,failed,Rent,SELF,PNB,09042-58432,REF13780772,CHENNAI,ATM cash
TXN12800,29/06/23,Meena Iyer,194047891367,Salary,Debit,INR 167105.0,rs,344238.52,POS,failed,null,SWIGGY,AXIS,09870-38242,REF52704973,Kolkata,Loan EMI
TXN18069,28/01/2024,Sunita Devi,****2863,FD,Debit,INR 205125.0,rs,318327.09,upi,Reversed,NULL,PhonePe,SBI,,REF33737073,Kolkata,Self transfer
TXN17250,23-12-2023,Rajesh Patel,0881832169937298,CURRENT,CREDIT,227838,rs,484857.82,-,PENDING,TRANSFER,,Canara,07922612470,REF72357055,DELHI,ATM cash
TXN14144,08-18-2023,RAJESH PATEL,XXXX8310,current,CR,₹63145.0,INR,105927.6,upi,failed,EMI,NA,BOB,05864452646,REF23134191,Bangalore,Refund
TXN16276,"December 18, 2023",Suresh Reddy,1036210365,Savings,C, 191761.23 ,rs,N/A,Branch,SUCCESS,Rent,DMart,Kotak,49939-71267,REF16524735,Hyderabad,Bill payment
TXN17166,15/12/2023,Vikram Mehta,XXXX9816,SAVINGS,DR,INR 136269.0,Rs.,245983.14,IMPS,success,Grocery,Reliance Fresh,BOB,+919253607206,REF71778351,Mumbai,Refund
TXN16252,05-13-2023,Priya Singh,57848602540290,Fixed Deposit,credit,INR 166944.0,Inr,,upi,PENDING,Food,SELF,HDFC,N/A,REF03654618,Jaipur,Loan EMI
TXN16194,01-20-2023,Vikram Mehta,****6492,FD,Debit,Rs.194709.0,INR ,184847.76,ATM,null,MEDICAL,SELF,Yes Bank,7829513349,REF68538828,Surat,ATM cash
TXN15716,05-12-2023,Pooja Joshi,****9787,SALARY,debit, 25855.0 ,Rs.,130284.17,ATM,PENDING,OTHERS,UBER,SBI,03604611021,REF48497959,Mumbai,Bill payment
TXN18055,2024/09/07,Ravi Chauhan,8061 9051 43,SAVINGS,credit,Rs.108924.0,Inr,490150.03,Online,pending,Grocery,DMart,HDFC,+91-4750630992,REF04105191,PUNE,
TXN13362,09 Jun 2023,Meena Iyer,AC2335235845,Fixed Deposit,D,77039.0/-,inr,484835.32,online,failed,Salary,Ola,SBI,+91-4751042425,REF65899333,Pune,Salary credit
TXN12460,05/03/23,Sunita Devi,AC854376730585,FD,C,INR 85352.3,rs,68959.35,ONLINE,failed,Insurance,Swiggy,ICICI,00781412570,REF07792445,Cuttack,Duplicate entry
TXN11267,15 Mar 2024,Neha Gupta,****3335,SAVINGS,CR,51804.35,Inr,198051.45,upi,null,ATM Withdrawal,Ola,Kotak,+917629507671,REF17204888,MUMBAI,Self transfer
TXN16370,"June 07, 2023",Rahul Sharma,****9499,savings,C,54353,INR ,NULL,ATM,Completed,Shopping,N/A,AXIS,N/A,REF01155619,Kolkata,Salary credit
TXN11323,"July 29, 2024",Priya Singh,NA,CURRENT,DR,"74,013.25",rs,404852.78,NEFT,PENDING,Transfer,SELF,Yes Bank,07403-37449,REF87093391,Ahmedabad,Duplicate entry
TXN10522,"August 23, 2024",Anjali Rao,XXXX9386,Savings,dr,85396.0/-,inr,44122.41,ATM,Success,RENT,,PNB,+913240642429,REF34324474,PUNE,UPI payment
TXN10025,20-01-2024,Sunita Devi,null,SALARY,Credit, 207185.0 ,Rs.,459889.21,UPI,Completed,Rent,AMAZON,Union Bank,+91-7996507527,REF54948083,Jaipur,Online purchase
TXN15702,12/12/24,Meena Iyer,AC351156344748,FD,D,247978.0,INR ,486938.36,Mobile,FAILED,Insurance,SWIGGY,BOB,N/A,REF72889587,MUMBAI,ATM cash
TXN10768,18/01/23,Ravi Chauhan,5610 3995 297013,CURRENT,Credit,₹134932.85,Rs,14494.03,null,Success,RENT,DMART,Union Bank,+912990716690,REF24815542,Mumbai,
TXN13756,2023/03/12,Pooja Joshi,9100366758,savings,debit,"113,905.11",INR ,435768.86,NEFT,FAILED,Rent,Myntra,Union Bank,+912574433872,REF41429399,DELHI,
TXN10606,28 Mar 2024,RAHUL SHARMA,350902542573,savings,dr,46032,null,35622.06,POS,success,Rent,SELF,Kotak,,NA,Cuttack,Test txn
TXN16896,12-01-2024,Meena Iyer,5732523429781755,Salary,DEBIT,"53,248.00",inr,null,POS,Failed,-,NETFLIX,SBI,04358-81844,REF33301952,MUMBAI,Loan EMI
TXN14968,04-24-2023,Suresh Reddy,****3063,Current,credit,₹10710.0,inr,79739.92,IMPS,PENDING,GROCERY,amazon,Kotak,31541-94468,-,Jaipur,Test txn
TXN12897,2023/07/19,Rahul Sharma,AC0555013334317274,Current,dr,INR 186261.0,inr,25244.74,pos,success,TRANSFER,NA,Kotak,+915778846205,REF01186682,Ahmedabad,-
TXN15333,02-01-2024,Sanya Malhotra,144775204747,CURRENT,Debit, 69898.04 , INR,204991.31,NEFT,Pending,emi,NA,HDFC,46765-35893,REF02540437,Kanpur,null
TXN17487,27 Aug 2024,rahul sharma,4300 6329 34258136,SAVINGS,Debit,225769.0,Rs,389753.22,Online,pending,SHOPPING,Ola,SBI,+917037935371,REF80092077,Bangalore,Online purchase
TXN13065,"October 23, 2024",RAHUL SHARMA,****0565,Savings,credit, 222394.0 ,Rs,223048.81,pos,Failed,Others,Self,HDFC,+919814218592,REF00449229,Lucknow,Loan EMI
TXN15618,"May 10, 2023",rahul sharma,****5589,Salary,Debit,Rs.73416.66,Rs,NA,upi,Success,Insurance,Self,HDFC,0336479071,REF50028057,Bangalore,
TXN14348,08 Mar 2023,Rahul Sharma,XXXX1155,current,CR,"159,711.00",INR,411541.8,Branch,Pending,Entertainment,,AXIS,81449-32895,REF18053378,DELHI,Bill payment
TXN14583,07/01/24,Amit Kumar,63089646962434,FD,cr,₹237331.0,INR ,281426.54,Branch,Completed,Transfer,,SBI,+91-8795736375,REF32466896,Delhi,NULL
,01-10-2023,rahul sharma,****1254,FD,dr,79704.0/-,inr,463082.67,Pos,Completed,Rent,NA,AXIS,13555-59757,REF86844720,Kolkata,
TXN11186,30 Aug 2024,Meena Iyer,6883 0048 3793,SAVINGS,cr,Rs.186718.0,Rs,29767.89,Mobile,Success,GROCERY,SELF,HDFC,,REF81796075,Surat,
TXN10558,02/03/24,RAJESH PATEL,74524555746966,Salary,DR,NA,rs,358619.68,null,Pending,INSURANCE,Swiggy,Union Bank,01132579706,REF34996010,CHENNAI,Salary credit
TXN17664,10/03/23,Suresh Reddy,2600563070680224,current,DEBIT,42028,,296751.0,Mobile,failed,Entertainment,Myntra,AXIS,37497-90692,REF22308153,CHENNAI,-
TXN13725,06/03/2023,Ravi Chauhan,3482904505732663,savings,C,36997.0/-,inr,156101.25,MOBILE,pending,Food,NA,PNB,09133-07726,REF28750453,Bangalore,
TXN16071,01-15-2024,Rahul Sharma,XXXX8671,Savings,CREDIT,₹55406.0,Inr,437903.1,POS,Failed,Others,PhonePe,AXIS,61743-58157,REF45538199,Pune,Salary credit
TXN17514,29 Apr 2024,RAHUL SHARMA,-,savings,C,₹58728.95,Inr,206857.65,BRANCH,failed,Salary,UBER,Union Bank,N/A,REF66110855,Mumbai,Salary credit
TXN12701,02-25-2024,Arjun Bose,5129 5197 285586,Current,CREDIT,"38,648.24",Rs.,221133.39,Pos,Completed,Insurance,Ola,BOB,02110953161,NULL,Nagpur,Refund
TXN11671,2024/12/06,AMIT KUMAR,****4445,SAVINGS,D,INR 50886.0,inr,133303.75,POS,failed,emi,AMAZON,Kotak,N/A,REF64792464,Nagpur,Salary credit
TXN12281,12-10-2023,Amit Kumar,0596 4254 9780,SALARY,D,₹10048.0,Inr,111835.21,Online,Pending,SALARY,PAYTM,ICICI,01542401504,REF90868088,Surat,UPI payment
TXN11986,13/12/2023,Sunita Devi,096730924074,Current,D,"103,748.00",rs,113418.6,Pos,Failed,FOOD,,SBI,+914162675014,REF14650039,PUNE,UPI payment
TXN12181,10-04-2023,Arjun Bose,8362577210872741,current,Credit,226298,inr,296884.85,Pos,Pending,Entertainment,Flipkart,AXIS,,REF29172651,Chennai,NA
TXN12567,"June 04, 2023",Ravi Chauhan,AC4888198759,savings,D,218695.82,Rs,118407.72,NEFT,Reversed,GROCERY,BigBazaar,Canara,+91-8630381691,REF86707698,CHENNAI,ATM cash
TXN12083,2023/09/03,Anjali Rao,****6190,Fixed Deposit,NA,Rs.37439.14,INR,437748.08,POS,PENDING,Entertainment,null,Yes Bank,8914548118,REF72845848,CHENNAI,
TXN14884,11 Aug 2023,Suresh Reddy,AC32068947908405,SALARY,Debit,INR 83198.0,Rs,292042.08,ONLINE,Pending,INSURANCE,NETFLIX,Union Bank,09222008441,REF45746672,Delhi,UPI payment
TXN11015,2023/01/13,Priya Singh,084931539839,savings,,72434.0/-,Rs,362463.97,POS,REVERSED,GROCERY,,HDFC,N/A,REF99865642,Bangalore,
TXN12085,13-06-2024,Anjali Rao,AC7200805701,CURRENT,D,INR 80484.0,Rs,497234.59,Pos,Pending,Others,Zomato,Yes Bank,+91-0158123624,REF94700251,MUMBAI,Test txn
TXN16423,01-17-2023,Sunita Devi,14100712421015,CURRENT,cr,109008.01,INR ,66561.73,Pos,pending,emi,,NULL,2087643130,REF07536353,Delhi,
TXN17957,01-15-2023,Neha Gupta,XXXX9385,SAVINGS,CR,172623,INR ,113945.87,pos,Failed,MEDICAL,SELF,BOB,N/A,REF58193361,Kanpur,Online purchase
TXN11191,21-09-2024,Sanya Malhotra,AC22171148656581,SAVINGS,CREDIT, 123154.0 ,inr,100858.01,UPI,failed,Shopping,,Canara,+919496378811,REF89990682,DELHI,Test txn
TXN12599,07-14-2023,NA,XXXX4608,Fixed Deposit,Debit,121868.0,rs,66882.21,online,REVERSED,MEDICAL,FLIPKART,Union Bank,00375141648,REF68982397,Hyderabad,Bill payment
TXN10453,18 Jul 2023,Rajesh Patel,XXXX1244,SALARY,debit, 122785.0 ,inr,210533.65,UPI,success,TRANSFER,Self,SBI,+915579980284,REF90808823,DELHI,
TXN17369,13/08/2024,Vikram Mehta,****5255,Salary,DR,INR 230851.0,Rs.,118723.56,upi,REVERSED,SALARY,Netflix,HDFC,+91-3280867265,null,Mumbai,Salary credit
TXN13247,15/08/24,Arjun Bose,7702 3681 04,Salary,credit,₹21993.0,Rs,365930.9,ONLINE,REVERSED,Entertainment,SELF,HDFC,41949-26511,REF02023152,null,Self transfer
TXN15218,"March 23, 2024",rahul sharma,****8388,CURRENT,debit,₹89926.07,INR,281950.05,IMPS,Failed,Entertainment,Swiggy,SBI,6838412361,REF36979380,Delhi,N/A
TXN11884,18-08-2023,Meena Iyer,****6369,SALARY,Credit, 86100.0 ,INR ,-,Branch,PENDING,Grocery,Swiggy,PNB,+919023743269,REF49418016,PUNE,Duplicate entry
TXN16099,16/07/23,rahul sharma,-,Salary,Credit,190072.0,Rs,117860.14,online,REVERSED,Medical,Swiggy,BOB,25105-09717,REF19707320,Kanpur,Bill payment
TXN12519,2024/12/08,Pooja Joshi,185665493478,Salary,dr,"1,856.01",inr,20868.48,ATM,pending,OTHERS,SWIGGY,ICICI,,REF51807844,Ahmedabad,
TXN13162,"September 12, 2024",Sunita Devi,423844823289,SALARY,DR,Rs.131298.0,rs,292494.81,pos,Failed,Rent,DMART,HDFC,8403840588,REF49193187,Chennai,UPI payment
TXN15988,04-01-2024,RAJESH PATEL,AC956799714103,SAVINGS,credit,"79,064.00", INR,38908.59,Mobile,pending,SHOPPING,FLIPKART,PNB,+919432398908,NA,Ahmedabad,Refund
TXN14642,"June 02, 2023",Priya Singh,XXXX6948,savings,Debit,₹71809.0,Inr,45979.91,BRANCH,Pending,SALARY,DMART,AXIS,02569661469,REF14266053,Kanpur,
TXN10442,16-03-2024,Sunita Devi,****1461,SALARY,dr,223274.0, INR,376834.85,Pos,PENDING,Others,N/A,Yes Bank,,REF72751648,Bhubaneswar,Bill payment
TXN17243,09-06-2024,Sanya Malhotra,3099010793,Fixed Deposit,credit, 51997.0 ,INR ,96136.29,ATM,failed,Utilities,AMAZON,HDFC,+910377822730,REF66436802,Hyderabad,Online purchase
TXN12844,2024/01/29,Pooja Joshi,578299244235,Fixed Deposit,cr,199866.16,Rs,98970.7,Mobile,Reversed,emi,N/A,Union Bank,+914560318686,REF79948129,Kolkata,ATM cash
TXN14688,02-15-2024,Pooja Joshi,8803559887,savings,credit,₹200704.75, INR,346774.0,MOBILE,success,OTHERS,SWIGGY,Kotak,,REF54134530,PUNE,Online purchase
txn13872,"September 04, 2023",Meena Iyer,AC972914022680,Salary,debit, 80443.0 , INR,213179.65,pos,PENDING,SALARY,DMart,SBI,N/A,REF57832168,PUNE,Loan EMI
TXN14220,"June 18, 2023",Amit Kumar,AC280065564245,SALARY,debit,₹25541.0,Rs,88305.24,UPI,Pending,GROCERY,Myntra,Yes Bank,5249054132,REF53579539,Pune,UPI payment
